release_year,type,rating,listed_in1,listed_in2,listed_in3,country1,Cluster
2019,TV Show,TV-MA,TV Horror, TV Mysteries, TV Thrillers,United States,3
2018,Movie,TV-MA,Documentaries, Sports Movies,0,United States,1
2015,TV Show,TV-14,TV Dramas, TV Thrillers,0,United States,3
2020,Movie,R,Comedies,0,0,United States,1
2000,Movie,R,Comedies, Cult Movies, Dramas,United States,2
2019,Movie,TV-MA,Dramas,0,0,United States,1
2018,TV Show,TV-MA,Crime TV Shows, TV Comedies, Teen TV Shows,United States,3
2019,Movie,TV-MA,Dramas,0,0,United States,1
2019,Movie,TV-14,Stand-Up Comedy,0,0,India,1
2017,TV Show,TV-MA,International TV Shows, TV Dramas,0,Philippines,3
2017,Movie,TV-14,Comedies, International Movies,0,Turkey,0
1966,Movie,TV-PG,Dramas, International Movies, Music & Musicals,India,2
2015,Movie,R,Documentaries, International Movies, Music & Musicals,United Kingdom,0
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2017,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
1986,Movie,G,Children & Family Movies,0,0,United States,2
1991,Movie,G,Children & Family Movies,0,0,United States,2
1999,Movie,G,Children & Family Movies,0,0,United States,2
2000,Movie,G,Children & Family Movies,0,0,United States,1
2019,Movie,TV-MA,Comedies, Dramas, International Movies,France,0
1982,Movie,TV-MA,Classic Movies, Dramas, International Movies,Egypt,2
2018,Movie,R,Comedies, Independent Movies,0,United Kingdom,1
2012,Movie,TV-14,Dramas, International Movies,0,Egypt,0
2017,Movie,R,Dramas, Thrillers,0,United States,1
2012,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Taiwan,3
2018,Movie,TV-PG,Dramas, Faith & Spirituality,0,United States,1
2017,Movie,R,Dramas, Thrillers,0,Serbia,1
2020,Movie,TV-14,Comedies, Dramas, International Movies,Colombia,0
2014,Movie,TV-MA,Comedies, Dramas, International Movies,Egypt,0
2018,Movie,TV-MA,Comedies, International Movies, LGBTQ Movies,Brazil,0
2014,Movie,TV-14,International Movies, Thrillers,0,India,0
2017,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2017,Movie,TV-MA,Comedies, Dramas, LGBTQ Movies,Spain,0
2010,Movie,TV-MA,Dramas, International Movies,0,Canada,0
2018,TV Show,TV-14,Docuseries, Science & Nature TV,0,United States,3
2018,Movie,TV-14,Dramas, Independent Movies, International Movies,Iceland,0
2008,Movie,TV-14,Comedies, International Movies,0,Egypt,0
1994,Movie,TV-14,Action & Adventure, Comedies, Cult Movies,India,2
2018,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2020,Movie,TV-14,Horror Movies, International Movies, Thrillers,India,0
2020,Movie,TV-PG,Documentaries, International Movies,0,Singapore,0
2020,Movie,TV-14,Documentaries, International Movies, Sports Movies,France,0
2015,Movie,R,Dramas, Independent Movies,0,United States,1
2017,Movie,TV-14,Action & Adventure, Comedies, Dramas,India,0
2014,TV Show,TV-14,International TV Shows, TV Action & Adventure, TV Comedies,Taiwan,3
2010,TV Show,TV-PG,Anime Series, International TV Shows,0,Japan,3
2001,Movie,R,Dramas, Romantic Movies,0,United States,1
2019,Movie,R,Action & Adventure,0,0,United States,1
2018,Movie,TV-Y,Children & Family Movies,0,0,Ireland,1
2020,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2009,Movie,PG-13,Thrillers,0,0,United States,1
2003,Movie,PG-13,Comedies,0,0,United States,1
2018,TV Show,TV-Y7,Kids' TV, TV Comedies,0,Finland,3
2015,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2018,Movie,TV-14,Dramas, International Movies,0,India,0
2019,Movie,TV-PG,Dramas, Independent Movies, Music & Musicals,United Kingdom,0
2020,Movie,TV-Y7,Children & Family Movies, Comedies,0,China,1
2018,Movie,TV-MA,Action & Adventure, International Movies, Sci-Fi & Fantasy,China,0
2018,Movie,TV-MA,Horror Movies, International Movies,0,Spain,0
2020,TV Show,TV-MA,Docuseries, International TV Shows,0,Brazil,3
2014,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2018,TV Show,TV-14,International TV Shows, TV Horror, TV Mysteries,India,3
2015,Movie,TV-14,Stand-Up Comedy,0,0,United States,1
2013,Movie,TV-PG,Dramas, Independent Movies, International Movies,India,0
2013,Movie,TV-14,Dramas, International Movies, Thrillers,India,0
2016,Movie,TV-PG,Children & Family Movies,0,0,United States,1
2019,TV Show,TV-PG,International TV Shows, TV Dramas, Teen TV Shows,Canada,3
2011,TV Show,TV-14,Anime Series, International TV Shows, Teen TV Shows,Japan,3
2018,Movie,TV-MA,Dramas, Sci-Fi & Fantasy, Thrillers,United Kingdom,0
2016,Movie,TV-PG,Dramas, Independent Movies, International Movies,Brazil,0
2019,TV Show,TV-MA,TV Action & Adventure, TV Dramas, TV Mysteries,United States,3
2016,TV Show,TV-MA,International TV Shows, Korean TV Shows, Romantic TV Shows,South Korea,3
2018,Movie,PG-13,Action & Adventure, Comedies, Sci-Fi & Fantasy,United States,1
2017,Movie,TV-MA,Comedies, International Movies,0,Egypt,0
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2015,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2006,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2018,Movie,TV-MA,Action & Adventure, Horror Movies,0,United States,1
2007,Movie,TV-14,Dramas, Independent Movies, International Movies,India,0
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Argentina,3
2016,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Spain,3
2005,Movie,TV-14,Dramas, International Movies,0,India,0
2016,Movie,NR,Documentaries,0,0,United States,1
2011,Movie,PG-13,Horror Movies, Sci-Fi & Fantasy, Thrillers,United States,1
2018,Movie,TV-MA,Horror Movies, International Movies, Thrillers,United Kingdom,0
2015,Movie,PG,Action & Adventure, Comedies, International Movies,France,0
2016,TV Show,TV-MA,Crime TV Shows, TV Dramas,0,United States,3
2016,Movie,TV-MA,Action & Adventure, International Movies, Sci-Fi & Fantasy,France,0
2015,Movie,TV-14,Dramas, Independent Movies,0,United States,1
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Colombia,1
2019,TV Show,TV-PG,Docuseries, International TV Shows,0,Japan,3
2019,Movie,PG,Children & Family Movies, Comedies,0,India,1
2016,Movie,TV-14,Dramas, International Movies, Romantic Movies,France,0
2018,Movie,TV-14,Comedies, Dramas, International Movies,Egypt,0
2014,TV Show,TV-14,Reality TV,0,0,United States,3
2020,TV Show,TV-MA,International TV Shows, TV Dramas, TV Horror,Netherlands,3
2017,TV Show,TV-MA,International TV Shows, Korean TV Shows, TV Dramas,South Korea,3
2020,Movie,TV-MA,Stand-Up Comedy,0,0,Iceland,1
2017,TV Show,TV-MA,Stand-Up Comedy & Talk Shows,0,0,United States,3
2020,Movie,TV-MA,Documentaries, Music & Musicals,0,United States,1
2011,Movie,TV-14,Comedies, Dramas, International Movies,Indonesia,0
2011,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2016,Movie,TV-MA,International Movies, Sci-Fi & Fantasy, Thrillers,Canada,0
2019,TV Show,TV-MA,TV Comedies,0,0,United States,3
2019,TV Show,TV-14,Crime TV Shows, TV Action & Adventure,0,United States,3
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2019,TV Show,TV-MA,International TV Shows, Korean TV Shows, TV Action & Adventure,South Korea,3
2011,Movie,PG-13,Comedies, Romantic Movies,0,United States,1
2011,Movie,PG,Children & Family Movies, Comedies,0,United Kingdom,1
2019,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2018,Movie,TV-14,Dramas, International Movies,0,Indonesia,0
2014,Movie,R,Horror Movies, Thrillers,0,United States,1
1997,Movie,PG-13,Comedies, Romantic Movies,0,United States,2
2018,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2018,Movie,TV-14,Dramas, International Movies, Music & Musicals,India,0
2018,TV Show,TV-MA,TV Action & Adventure, TV Comedies, TV Horror,United States,3
2018,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,China,3
2017,TV Show,TV-PG,Docuseries, International TV Shows, Science & Nature TV,Australia,3
2019,TV Show,TV-Y,Kids' TV,0,0,United States,3
2001,Movie,R,Action & Adventure, Dramas, International Movies,India,2
2016,Movie,TV-MA,Documentaries,0,0,United States,1
2020,Movie,TV-14,Action & Adventure, Comedies, International Movies,Norway,0
2019,Movie,TV-MA,Horror Movies, Sci-Fi & Fantasy, Thrillers,United States,1
2019,TV Show,TV-MA,TV Comedies,0,0,United States,3
2015,Movie,TV-14,Comedies, International Movies,0,Peru,0
2020,Movie,TV-14,Dramas, International Movies,0,India,0
2016,Movie,NR,Action & Adventure, Dramas, International Movies,South Korea,0
2016,Movie,TV-MA,Documentaries, Sports Movies,0,United States,1
2018,Movie,TV-14,Dramas, Sci-Fi & Fantasy,0,Canada,0
2003,TV Show,TV-14,International TV Shows, Romantic TV Shows,0,Taiwan,3
2015,TV Show,TV-PG,International TV Shows, TV Dramas,0,Japan,3
2019,Movie,TV-14,Dramas, Independent Movies, International Movies,France,0
2012,Movie,PG-13,Dramas,0,0,United States,1
2012,Movie,TV-14,Comedies, International Movies, Romantic Movies,United States,0
2016,TV Show,TV-Y7,Crime TV Shows, Kids' TV, TV Comedies,Canada,3
2013,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2014,Movie,TV-14,Documentaries, International Movies,0,United Kingdom,0
2016,Movie,TV-14,Comedies, Independent Movies, International Movies,Chile,0
2019,TV Show,TV-14,TV Comedies, TV Dramas, Teen TV Shows,United States,3
2020,TV Show,TV-MA,TV Comedies,0,0,Australia,3
2010,Movie,TV-MA,Dramas, International Movies,0,Romania,0
1994,Movie,TV-PG,Documentaries,0,0,United Kingdom,2
2002,Movie,PG-13,Action & Adventure, Comedies,0,United States,1
1997,Movie,PG-13,Comedies,0,0,United States,2
1999,Movie,PG-13,Action & Adventure, Comedies, Sci-Fi & Fantasy,United States,2
2016,Movie,TV-MA,Dramas, International Movies, Thrillers,India,0
2014,Movie,R,International Movies, Sci-Fi & Fantasy, Thrillers,Bulgaria,0
2009,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Taiwan,3
2020,Movie,R,Action & Adventure, Dramas,0,United States,1
2007,TV Show,TV-Y7,Classic & Cult TV, Kids' TV, TV Action & Adventure,United States,3
2018,Movie,TV-PG,Dramas, International Movies, Romantic Movies,Indonesia,0
2019,Movie,TV-MA,Action & Adventure,0,0,United Kingdom,1
2018,Movie,PG-13,Action & Adventure, Sci-Fi & Fantasy,0,United States,1
2017,Movie,TV-MA,Documentaries, International Movies, Music & Musicals,Sweden,0
2018,Movie,TV-MA,Horror Movies, Sci-Fi & Fantasy,0,United Kingdom,1
2019,Movie,TV-MA,Thrillers,0,0,United States,1
2019,TV Show,TV-PG,Reality TV,0,0,United States,3
2020,TV Show,TV-14,Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy,United States,3
2018,Movie,TV-MA,Dramas, International Movies, Sci-Fi & Fantasy,India,0
2020,Movie,TV-MA,Comedies, Dramas, Independent Movies,India,0
2017,Movie,TV-MA,Dramas, International Movies,0,India,0
2018,Movie,TV-14,Dramas, International Movies,0,Ghana,0
2016,Movie,TV-14,Dramas, International Movies, Sports Movies,India,0
2015,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2013,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2018,TV Show,TV-MA,Anime Series, Crime TV Shows, International TV Shows,Japan,3
2013,Movie,TV-14,Dramas, Independent Movies, International Movies,India,0
2017,Movie,TV-14,Dramas, International Movies,0,India,0
2017,Movie,TV-14,Action & Adventure, International Movies,0,India,0
2016,Movie,TV-14,Action & Adventure, International Movies,0,India,0
2017,Movie,TV-MA,Action & Adventure, Dramas, International Movies,India,0
2015,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2018,Movie,TV-MA,Dramas, International Movies,0,India,0
2005,Movie,TV-14,Dramas, International Movies,0,Turkey,0
2018,Movie,TV-MA,Comedies, International Movies,0,Turkey,0
2006,Movie,R,Dramas, Independent Movies,0,France,1
2020,TV Show,TV-MA,International TV Shows, TV Dramas, Teen TV Shows,Italy,3
2018,TV Show,TV-MA,British TV Shows, International TV Shows, Reality TV,United Kingdom,3
2019,Movie,TV-PG,Comedies, International Movies, Romantic Movies,India,0
2018,Movie,TV-14,Comedies, Dramas, International Movies,South Africa,0
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Germany,3
2016,Movie,NR,Comedies, Dramas, International Movies,Brazil,0
2019,Movie,TV-Y,Children & Family Movies, Sports Movies,0,Australia,1
2018,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2016,TV Show,TV-PG,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
2015,Movie,TV-14,Comedies, International Movies, Music & Musicals,Thailand,0
2014,Movie,NR,Horror Movies, Independent Movies, Thrillers,Canada,0
2019,Movie,R,Action & Adventure, Dramas,0,United States,1
2019,Movie,TV-MA,Dramas, Independent Movies, Thrillers,United States,1
2015,Movie,R,Dramas, Thrillers,0,Australia,1
2019,TV Show,TV-MA,Crime TV Shows, TV Dramas,0,Canada,3
1995,Movie,R,Action & Adventure, Comedies,0,United States,2
2003,Movie,R,Action & Adventure, Comedies,0,United States,1
2017,Movie,TV-MA,Independent Movies, International Movies, Thrillers,United Kingdom,0
2014,TV Show,TV-MA,British TV Shows, TV Comedies,0,United Kingdom,3
2017,Movie,TV-MA,Dramas, International Movies, Thrillers,Thailand,0
2014,Movie,TV-MA,Comedies,0,0,United States,1
2014,TV Show,TV-MA,Crime TV Shows, International TV Shows, Korean TV Shows,South Korea,3
2018,TV Show,TV-MA,Crime TV Shows, International TV Shows, Korean TV Shows,South Korea,3
2017,Movie,TV-MA,Thrillers,0,0,Singapore,1
2016,Movie,TV-MA,Documentaries, Music & Musicals,0,United States,1
2018,Movie,TV-MA,Comedies, Dramas, International Movies,France,0
2013,TV Show,TV-14,International TV Shows, TV Dramas,0,India,3
2006,Movie,TV-14,Dramas, International Movies,0,India,0
2019,Movie,TV-14,International Movies, Thrillers,0,India,0
2019,Movie,TV-14,Dramas,0,0,United States,1
2020,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2018,TV Show,TV-PG,Anime Series, Kids' TV,0,Japan,3
2016,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Dramas,Chile,3
1995,Movie,G,Children & Family Movies, Dramas,0,United States,2
2001,Movie,G,Children & Family Movies,0,0,United States,1
2004,Movie,G,Children & Family Movies,0,0,United States,1
2017,Movie,TV-MA,International Movies, Romantic Movies,0,Pakistan,1
2015,Movie,TV-14,Comedies, International Movies, Romantic Movies,Turkey,0
2017,Movie,TV-14,Comedies, International Movies,0,Nigeria,0
2020,Movie,TV-MA,Comedies, Dramas, Independent Movies,United States,1
2017,Movie,R,Comedies, Dramas, Independent Movies,United States,1
2015,Movie,NR,Action & Adventure, Comedies, Independent Movies,United States,1
1978,Movie,TV-PG,Action & Adventure, Dramas, International Movies,India,2
2010,Movie,TV-MA,Action & Adventure, International Movies,0,Thailand,0
2015,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2019,TV Show,TV-MA,International TV Shows, TV Comedies, TV Dramas,Thailand,3
2002,Movie,TV-MA,Dramas, International Movies,0,Thailand,0
2018,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Thailand,3
2019,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Thailand,3
2019,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Thailand,3
2009,Movie,TV-14,Comedies, International Movies, Romantic Movies,Thailand,0
2015,Movie,TV-MA,Documentaries, International Movies, Sports Movies,Spain,0
2009,Movie,TV-14,Dramas, International Movies,0,India,0
2016,Movie,TV-MA,Comedies, International Movies, Romantic Movies,Saudi Arabia,0
2020,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,Germany,3
2013,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2017,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2018,TV Show,TV-Y,Kids' TV,0,0,United States,3
2010,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2015,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2015,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2012,TV Show,TV-Y,Kids' TV, TV Comedies,0,United States,3
2020,Movie,TV-Y,Children & Family Movies, Music & Musicals,0,United States,1
2016,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2010,Movie,TV-Y7,Children & Family Movies,0,0,United States,1
2011,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2016,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2012,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2017,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2017,Movie,TV-14,Music & Musicals,0,0,United States,1
2016,Movie,TV-14,Dramas, International Movies, Romantic Movies,Philippines,0
2019,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,India,3
2017,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2015,Movie,PG-13,Action & Adventure, Comedies,0,United States,1
2012,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2013,Movie,TV-14,Comedies, International Movies,0,Chile,0
2016,Movie,TV-MA,Dramas,0,0,United States,1
1995,Movie,TV-PG,Action & Adventure, International Movies, Music & Musicals,India,2
1998,Movie,R,Comedies, Sports Movies,0,United States,2
1992,Movie,R,Classic Movies, Thrillers,0,United States,2
2016,TV Show,TV-Y,Kids' TV,0,0,Italy,3
2017,TV Show,TV-MA,Crime TV Shows, TV Dramas, TV Horror,United States,3
2016,Movie,TV-14,Dramas, International Movies, Sports Movies,India,0
2018,Movie,PG-13,Documentaries, Music & Musicals,0,United States,1
2016,Movie,R,Action & Adventure,0,0,United States,1
2018,Movie,TV-MA,Dramas, International Movies, Romantic Movies,Norway,0
2015,TV Show,TV-14,Crime TV Shows, TV Comedies, TV Dramas,United States,3
2018,Movie,TV-MA,Action & Adventure, Independent Movies, Sci-Fi & Fantasy,United States,1
1972,Movie,TV-PG,Classic Movies, Comedies, Dramas,India,2
2019,Movie,TV-PG,Dramas, International Movies,0,Namibia,0
2019,Movie,TV-MA,Dramas, International Movies, Sports Movies,Mexico,0
1982,Movie,TV-14,Dramas, Independent Movies, International Movies,India,2
2011,Movie,TV-14,Action & Adventure, Comedies, Dramas,India,0
2015,Movie,TV-MA,Documentaries,0,0,United States,1
